State,Fish Type,Average Consumption (tons),Preferred Size (cm),Price Range (INR per kg),Seasonal Availability
Uttarakhand,Shrimp,13.78,10.25,428.3 - 549.6,Year-round
Uttarakhand,Shrimp,13.31,10.05,284.97 - 423.11,Year-round
West Bengal,Gilt Head Bream,9.85,15.51,373.08 - 438.56,Seasonal
West Bengal,Gilt Head Bream,17.28,13.5,396.8 - 480.92,Seasonal
West Bengal,Gilt Head Bream,13.43,10.18,223.55 - 361.68,Year-round
West Bengal,Gilt Head Bream,19.62,34.77,218.0 - 305.63,Seasonal
West Bengal,Gilt Head Bream,13.53,36.45,482.57 - 606.53,Seasonal
West Bengal,Gilt Head Bream,12.53,23.13,301.91 - 423.81,Year-round
West Bengal,Red Sea Bream,7.87,33.72,336.19 - 416.35,Year-round
West Bengal,Red Sea Bream,14.24,24.49,317.1 - 458.0,Seasonal
West Bengal,Red Sea Bream,8.78,37.62,374.48 - 477.82,Year-round
West Bengal,Red Sea Bream,19.17,16.37,356.04 - 453.51,Seasonal
West Bengal,Red Sea Bream,6.94,26.11,480.97 - 561.81,Year-round
West Bengal,Red Sea Bream,6.3,28.16,217.13 - 334.41,Seasonal
West Bengal,Sea Bass,15.93,15.99,311.38 - 411.55,Year-round
West Bengal,Sea Bass,9.59,25.74,395.56 - 523.51,Year-round
West Bengal,Sea Bass,17.28,15.15,442.35 - 561.64,Seasonal
West Bengal,Sea Bass,16.15,23.14,445.34 - 550.27,Year-round
West Bengal,Sea Bass,12.87,29.18,301.4 - 442.09,Year-round
West Bengal,Sea Bass,8.84,22.21,403.3 - 475.98,Year-round
West Bengal,Red Mullet,12.42,36.84,280.3 - 371.36,Seasonal
West Bengal,Red Mullet,15.87,15.69,467.67 - 560.77,Year-round
West Bengal,Red Mullet,17.97,19.62,253.5 - 327.44,Seasonal
West Bengal,Red Mullet,12.82,14.49,219.67 - 342.62,Year-round
West Bengal,Red Mullet,13.58,23.26,304.02 - 428.66,Year-round
West Bengal,Red Mullet,9.59,12.19,479.79 - 569.25,Year-round
West Bengal,Horse Mackerel,6.95,20.37,442.31 - 516.95,Seasonal
West Bengal,Horse Mackerel,17.46,27.14,382.24 - 484.56,Seasonal
West Bengal,Horse Mackerel,13.33,25.83,396.63 - 469.95,Year-round
West Bengal,Horse Mackerel,5.26,25.51,358.87 - 448.96,Seasonal
West Bengal,Horse Mackerel,10.28,26.3,221.82 - 350.83,Seasonal
West Bengal,Horse Mackerel,11.23,18.51,285.16 - 383.39,Seasonal
West Bengal,Black Sea Sprat,14.93,20.67,442.66 - 522.13,Seasonal
West Bengal,Black Sea Sprat,5.37,10.12,268.16 - 358.8,Seasonal
West Bengal,Black Sea Sprat,17.27,37.9,363.53 - 479.67,Seasonal
West Bengal,Black Sea Sprat,10.09,24.95,331.6 - 403.43,Seasonal
West Bengal,Black Sea Sprat,17.86,22.45,226.8 - 320.58,Year-round
West Bengal,Black Sea Sprat,12.03,27.74,466.05 - 604.94,Seasonal
West Bengal,Striped Red Mullet,11.42,27.88,226.9 - 310.63,Year-round
West Bengal,Striped Red Mullet,13.25,35.73,342.23 - 392.64,Year-round
West Bengal,Striped Red Mullet,19.0,20.34,248.3 - 354.61,Year-round
West Bengal,Striped Red Mullet,7.67,36.66,332.57 - 396.86,Seasonal
West Bengal,Striped Red Mullet,6.7,27.11,458.55 - 556.26,Year-round
West Bengal,Striped Red Mullet,18.23,23.02,424.28 - 574.25,Year-round
West Bengal,Trout,9.31,26.74,291.29 - 349.94,Year-round
West Bengal,Trout,19.44,15.27,253.27 - 394.78,Year-round
West Bengal,Trout,9.3,18.41,247.92 - 314.33,Year-round
West Bengal,Trout,19.59,26.32,367.94 - 469.95,Year-round
West Bengal,Trout,18.22,19.85,233.85 - 370.85,Seasonal
West Bengal,Trout,5.75,28.1,442.03 - 507.73,Year-round
West Bengal,Shrimp,11.8,39.68,216.42 - 301.93,Year-round
West Bengal,Shrimp,13.28,27.97,282.32 - 372.33,Year-round
West Bengal,Shrimp,19.08,34.15,455.17 - 560.23,Year-round
West Bengal,Shrimp,9.99,13.75,231.97 - 350.8,Year-round
West Bengal,Shrimp,9.28,38.85,293.85 - 353.66,Year-round
West Bengal,Shrimp,6.48,27.39,388.36 - 474.88,Year-round
Andaman and Nicobar Islands,Gilt Head Bream,11.5,33.99,421.84 - 514.47,Year-round
Andaman and Nicobar Islands,Gilt Head Bream,13.47,15.39,229.93 - 285.38,Year-round
Andaman and Nicobar Islands,Gilt Head Bream,16.93,24.31,239.26 - 312.82,Seasonal
Andaman and Nicobar Islands,Gilt Head Bream,19.04,27.93,442.83 - 572.84,Seasonal
Andaman and Nicobar Islands,Gilt Head Bream,19.63,38.97,264.58 - 395.69,Seasonal
Andaman and Nicobar Islands,Gilt Head Bream,12.76,13.73,488.66 - 567.65,Seasonal
Andaman and Nicobar Islands,Red Sea Bream,6.34,25.35,475.56 - 615.97,Seasonal
Andaman and Nicobar Islands,Red Sea Bream,10.85,13.18,401.13 - 480.02,Seasonal
Andaman and Nicobar Islands,Red Sea Bream,18.72,15.01,236.35 - 294.89,Year-round
Andaman and Nicobar Islands,Red Sea Bream,9.96,35.12,292.96 - 393.71,Seasonal
Andaman and Nicobar Islands,Red Sea Bream,6.08,16.8,479.45 - 620.29,Year-round
Andaman and Nicobar Islands,Red Sea Bream,14.04,13.22,352.45 - 476.0,Year-round
Andaman and Nicobar Islands,Sea Bass,18.64,29.02,221.57 - 362.47,Year-round
Andaman and Nicobar Islands,Sea Bass,17.22,17.02,260.19 - 381.7,Year-round
Andaman and Nicobar Islands,Sea Bass,7.69,27.34,487.39 - 587.7,Year-round
Andaman and Nicobar Islands,Sea Bass,15.99,20.09,298.58 - 377.07,Seasonal
Andaman and Nicobar Islands,Sea Bass,7.89,15.73,430.63 - 507.19,Year-round
Andaman and Nicobar Islands,Sea Bass,5.15,12.25,360.7 - 496.14,Year-round
Andaman and Nicobar Islands,Red Mullet,18.98,16.21,307.47 - 372.41,Seasonal
Andaman and Nicobar Islands,Red Mullet,14.89,25.32,343.11 - 476.6,Seasonal
Andaman and Nicobar Islands,Red Mullet,12.38,36.89,442.01 - 492.38,Seasonal
Andaman and Nicobar Islands,Red Mullet,12.94,24.45,404.17 - 540.05,Seasonal
Andaman and Nicobar Islands,Red Mullet,14.65,17.88,215.7 - 288.8,Year-round
Andaman and Nicobar Islands,Red Mullet,17.02,21.32,471.0 - 527.97,Seasonal
Andaman and Nicobar Islands,Horse Mackerel,8.01,16.46,287.56 - 354.84,Seasonal
Andaman and Nicobar Islands,Horse Mackerel,15.08,25.94,229.66 - 360.88,Seasonal
Andaman and Nicobar Islands,Horse Mackerel,5.73,16.31,369.77 - 481.32,Year-round
Andaman and Nicobar Islands,Horse Mackerel,14.84,21.47,284.54 - 406.74,Seasonal
Andaman and Nicobar Islands,Horse Mackerel,9.81,12.81,328.13 - 391.01,Year-round
Andaman and Nicobar Islands,Horse Mackerel,11.69,11.48,370.8 - 459.07,Seasonal
Andaman and Nicobar Islands,Black Sea Sprat,9.65,34.36,460.15 - 577.45,Seasonal
Andaman and Nicobar Islands,Black Sea Sprat,6.09,18.71,464.67 - 529.37,Seasonal
Andaman and Nicobar Islands,Black Sea Sprat,18.24,10.6,425.82 - 523.2,Seasonal
Andaman and Nicobar Islands,Black Sea Sprat,6.4,24.04,466.26 - 580.39,Year-round
Andaman and Nicobar Islands,Black Sea Sprat,15.16,31.08,486.79 - 589.93,Year-round
Andaman and Nicobar Islands,Black Sea Sprat,19.53,37.99,461.2 - 553.38,Year-round
Andaman and Nicobar Islands,Striped Red Mullet,17.64,20.87,398.14 - 495.22,Seasonal
Andaman and Nicobar Islands,Striped Red Mullet,6.13,27.31,392.79 - 527.77,Seasonal
Andaman and Nicobar Islands,Striped Red Mullet,11.54,32.46,448.38 - 575.5,Year-round
Andaman and Nicobar Islands,Striped Red Mullet,15.08,25.26,416.34 - 501.61,Year-round
Andaman and Nicobar Islands,Striped Red Mullet,17.64,19.1,328.83 - 425.9,Seasonal
Andaman and Nicobar Islands,Striped Red Mullet,10.53,35.64,440.66 - 525.54,Year-round
Andaman and Nicobar Islands,Trout,6.25,37.86,373.92 - 490.62,Year-round
Andaman and Nicobar Islands,Trout,15.59,34.63,270.9 - 387.04,Year-round
Andaman and Nicobar Islands,Trout,17.47,33.0,305.19 - 392.87,Year-round
Andaman and Nicobar Islands,Trout,17.54,13.04,402.77 - 477.64,Year-round
Andaman and Nicobar Islands,Trout,17.09,18.39,257.46 - 357.88,Year-round
Andaman and Nicobar Islands,Trout,5.55,37.08,221.99 - 361.41,Year-round
Andaman and Nicobar Islands,Shrimp,13.26,34.5,487.88 - 617.14,Seasonal
Andaman and Nicobar Islands,Shrimp,11.03,12.29,419.81 - 531.5,Seasonal
Andaman and Nicobar Islands,Shrimp,7.28,30.0,285.29 - 393.86,Year-round
Andaman and Nicobar Islands,Shrimp,11.81,35.9,475.09 - 624.77,Seasonal
Andaman and Nicobar Islands,Shrimp,13.07,29.91,435.19 - 524.67,Seasonal
Andaman and Nicobar Islands,Shrimp,5.27,37.98,223.5 - 342.32,Seasonal
Chandigarh,Gilt Head Bream,5.31,16.16,346.12 - 483.95,Year-round
Chandigarh,Gilt Head Bream,9.54,24.03,281.84 - 378.19,Seasonal
Chandigarh,Gilt Head Bream,17.04,17.41,469.88 - 610.97,Seasonal
Chandigarh,Gilt Head Bream,5.23,18.51,330.97 - 444.35,Year-round
Chandigarh,Gilt Head Bream,14.01,11.03,349.27 - 414.75,Year-round
Chandigarh,Gilt Head Bream,12.83,10.4,205.83 - 353.13,Year-round
Chandigarh,Red Sea Bream,12.56,15.48,372.19 - 485.93,Year-round
Chandigarh,Red Sea Bream,13.57,10.27,277.34 - 368.03,Year-round
Chandigarh,Red Sea Bream,12.26,29.44,205.51 - 320.91,Year-round
Chandigarh,Red Sea Bream,9.25,11.14,498.38 - 596.58,Seasonal
Chandigarh,Red Sea Bream,15.34,13.81,307.02 - 416.27,Seasonal
Chandigarh,Red Sea Bream,17.58,29.63,282.63 - 429.4,Seasonal
Chandigarh,Sea Bass,8.02,38.77,384.02 - 460.19,Year-round
Chandigarh,Sea Bass,12.29,29.92,358.41 - 505.36,Seasonal
Chandigarh,Sea Bass,15.81,37.55,322.41 - 391.54,Seasonal
Chandigarh,Sea Bass,16.82,19.33,298.07 - 349.15,Year-round
Chandigarh,Sea Bass,13.58,37.22,236.74 - 340.15,Seasonal
Chandigarh,Sea Bass,13.76,12.47,429.7 - 486.68,Year-round
Chandigarh,Red Mullet,9.87,38.35,284.8 - 380.89,Seasonal
Chandigarh,Red Mullet,12.91,32.92,201.52 - 343.3,Year-round
Chandigarh,Red Mullet,14.39,30.07,237.89 - 382.46,Year-round
Chandigarh,Red Mullet,12.07,27.15,213.92 - 326.32,Year-round
Chandigarh,Red Mullet,16.31,16.57,332.91 - 444.69,Seasonal
Chandigarh,Red Mullet,14.83,17.18,284.16 - 416.21,Year-round
Chandigarh,Horse Mackerel,17.34,25.55,338.54 - 419.99,Year-round
Chandigarh,Horse Mackerel,16.06,12.1,459.36 - 559.32,Year-round
Chandigarh,Horse Mackerel,15.67,11.56,457.92 - 553.75,Seasonal
Chandigarh,Horse Mackerel,9.14,37.15,445.36 - 529.98,Year-round
Chandigarh,Horse Mackerel,16.25,12.9,342.82 - 491.99,Seasonal
Chandigarh,Horse Mackerel,11.84,21.93,297.41 - 445.56,Year-round
Chandigarh,Black Sea Sprat,16.7,33.14,268.43 - 410.65,Year-round
Chandigarh,Black Sea Sprat,7.64,14.35,276.43 - 417.88,Year-round
Chandigarh,Black Sea Sprat,12.3,25.15,252.92 - 384.2,Year-round
Chandigarh,Black Sea Sprat,8.95,16.74,339.65 - 416.16,Year-round
Chandigarh,Black Sea Sprat,10.54,14.07,355.52 - 416.78,Year-round
Chandigarh,Black Sea Sprat,9.4,24.72,331.58 - 457.61,Seasonal
Chandigarh,Striped Red Mullet,16.92,23.69,251.23 - 327.95,Seasonal
Chandigarh,Striped Red Mullet,17.81,33.45,231.05 - 291.8,Year-round
Chandigarh,Striped Red Mullet,19.07,37.37,483.82 - 558.29,Year-round
Chandigarh,Striped Red Mullet,13.11,39.04,276.55 - 412.4,Seasonal
Chandigarh,Striped Red Mullet,6.65,38.42,327.01 - 377.94,Year-round
Chandigarh,Striped Red Mullet,16.47,18.54,466.28 - 553.07,Year-round
Chandigarh,Trout,14.2,36.06,398.57 - 491.98,Seasonal
Chandigarh,Trout,16.69,10.67,379.97 - 499.51,Year-round
Chandigarh,Trout,5.71,30.06,458.83 - 525.12,Seasonal
Chandigarh,Trout,9.84,23.21,449.96 - 592.9,Year-round
Chandigarh,Trout,9.81,26.57,215.15 - 269.54,Seasonal
Chandigarh,Trout,18.87,33.57,297.73 - 429.43,Seasonal
Chandigarh,Shrimp,5.01,34.18,223.77 - 292.92,Seasonal
Chandigarh,Shrimp,11.72,23.37,468.69 - 531.31,Seasonal
Chandigarh,Shrimp,14.62,10.7,329.05 - 466.55,Seasonal
Chandigarh,Shrimp,11.47,32.91,497.78 - 613.68,Year-round
Chandigarh,Shrimp,5.8,14.21,386.76 - 457.55,Seasonal
Chandigarh,Shrimp,17.85,37.83,484.95 - 590.43,Seasonal
Dadra and Nagar Haveli and Daman and Diu,Gilt Head Bream,15.84,12.34,231.84 - 331.12,Seasonal
Dadra and Nagar Haveli and Daman and Diu,Gilt Head Bream,13.82,36.87,395.96 - 480.86,Seasonal
Dadra and Nagar Haveli and Daman and Diu,Gilt Head Bream,14.59,13.87,329.09 - 406.57,Year-round
Dadra and Nagar Haveli and Daman and Diu,Gilt Head Bream,15.05,12.16,277.0 - 398.39,Seasonal
Dadra and Nagar Haveli and Daman and Diu,Gilt Head Bream,16.84,10.94,490.06 - 592.72,Seasonal
Dadra and Nagar Haveli and Daman and Diu,Gilt Head Bream,8.96,10.16,400.55 - 547.81,Seasonal
Dadra and Nagar Haveli and Daman and Diu,Red Sea Bream,14.82,23.28,484.67 - 559.27,Year-round
Dadra and Nagar Haveli and Daman and Diu,Red Sea Bream,14.12,22.08,262.35 - 393.69,Seasonal
Dadra and Nagar Haveli and Daman and Diu,Red Sea Bream,8.22,32.14,256.74 - 364.09,Seasonal
Dadra and Nagar Haveli and Daman and Diu,Red Sea Bream,13.31,15.65,216.87 - 274.94,Year-round
Dadra and Nagar Haveli and Daman and Diu,Red Sea Bream,8.51,11.49,280.55 - 395.97,Year-round
Dadra and Nagar Haveli and Daman and Diu,Red Sea Bream,7.14,25.27,448.91 - 533.89,Year-round
Dadra and Nagar Haveli and Daman and Diu,Sea Bass,12.69,18.03,336.49 - 433.56,Year-round
Dadra and Nagar Haveli and Daman and Diu,Sea Bass,16.66,26.7,393.73 - 445.08,Seasonal
Dadra and Nagar Haveli and Daman and Diu,Sea Bass,13.17,15.05,428.14 - 576.63,Year-round
Dadra and Nagar Haveli and Daman and Diu,Sea Bass,15.75,31.18,270.26 - 347.22,Seasonal
Dadra and Nagar Haveli and Daman and Diu,Sea Bass,13.11,35.49,344.04 - 431.36,Year-round
Dadra and Nagar Haveli and Daman and Diu,Sea Bass,17.83,25.44,231.71 - 351.12,Seasonal
Dadra and Nagar Haveli and Daman and Diu,Red Mullet,14.5,12.98,381.25 - 443.35,Year-round
Dadra and Nagar Haveli and Daman and Diu,Red Mullet,7.45,20.88,275.3 - 393.64,Year-round
Dadra and Nagar Haveli and Daman and Diu,Red Mullet,11.46,15.24,496.13 - 602.25,Seasonal
Dadra and Nagar Haveli and Daman and Diu,Red Mullet,14.28,18.49,468.46 - 520.88,Seasonal
Dadra and Nagar Haveli and Daman and Diu,Red Mullet,11.36,29.5,207.41 - 338.44,Year-round
Dadra and Nagar Haveli and Daman and Diu,Red Mullet,13.4,32.17,443.78 - 506.64,Seasonal
Dadra and Nagar Haveli and Daman and Diu,Horse Mackerel,15.29,17.5,219.68 - 338.74,Year-round
Dadra and Nagar Haveli and Daman and Diu,Horse Mackerel,12.04,25.13,375.52 - 476.84,Year-round
Dadra and Nagar Haveli and Daman and Diu,Horse Mackerel,19.56,15.27,379.13 - 471.55,Year-round
Dadra and Nagar Haveli and Daman and Diu,Horse Mackerel,10.34,25.48,291.45 - 410.24,Year-round
Dadra and Nagar Haveli and Daman and Diu,Horse Mackerel,9.57,15.45,225.77 - 347.19,Seasonal
Dadra and Nagar Haveli and Daman and Diu,Horse Mackerel,11.66,15.64,395.94 - 460.79,Year-round
Dadra and Nagar Haveli and Daman and Diu,Black Sea Sprat,10.52,13.02,292.89 - 409.26,Seasonal
Dadra and Nagar Haveli and Daman and Diu,Black Sea Sprat,15.54,16.48,255.02 - 348.19,Year-round
Dadra and Nagar Haveli and Daman and Diu,Black Sea Sprat,5.35,36.9,263.21 - 335.97,Year-round
Dadra and Nagar Haveli and Daman and Diu,Black Sea Sprat,5.53,37.35,432.6 - 527.67,Seasonal
Dadra and Nagar Haveli and Daman and Diu,Black Sea Sprat,14.67,20.19,412.38 - 518.13,Year-round
Dadra and Nagar Haveli and Daman and Diu,Black Sea Sprat,7.52,35.01,258.53 - 397.79,Seasonal
Dadra and Nagar Haveli and Daman and Diu,Striped Red Mullet,9.02,28.12,461.4 - 611.29,Seasonal
Dadra and Nagar Haveli and Daman and Diu,Striped Red Mullet,19.76,38.82,296.15 - 445.78,Seasonal
Dadra and Nagar Haveli and Daman and Diu,Striped Red Mullet,10.51,37.41,310.49 - 397.83,Year-round
Dadra and Nagar Haveli and Daman and Diu,Striped Red Mullet,18.03,35.03,449.9 - 569.72,Year-round
Dadra and Nagar Haveli and Daman and Diu,Striped Red Mullet,17.27,11.15,461.24 - 562.51,Seasonal
Dadra and Nagar Haveli and Daman and Diu,Striped Red Mullet,15.48,35.62,242.05 - 346.47,Year-round
Dadra and Nagar Haveli and Daman and Diu,Trout,11.7,20.29,241.47 - 335.42,Year-round
Dadra and Nagar Haveli and Daman and Diu,Trout,15.75,17.49,463.31 - 594.63,Seasonal
Dadra and Nagar Haveli and Daman and Diu,Trout,13.99,34.22,232.81 - 322.54,Year-round
Dadra and Nagar Haveli and Daman and Diu,Trout,7.55,18.15,263.82 - 374.18,Year-round
Dadra and Nagar Haveli and Daman and Diu,Trout,17.75,16.39,400.63 - 504.91,Seasonal
Dadra and Nagar Haveli and Daman and Diu,Trout,19.57,18.29,437.72 - 510.24,Year-round
Dadra and Nagar Haveli and Daman and Diu,Shrimp,11.22,19.81,382.01 - 525.05,Seasonal
Dadra and Nagar Haveli and Daman and Diu,Shrimp,8.37,24.82,488.48 - 615.44,Seasonal
Dadra and Nagar Haveli and Daman and Diu,Shrimp,17.31,18.56,271.76 - 400.46,Year-round
Dadra and Nagar Haveli and Daman and Diu,Shrimp,9.87,31.63,397.34 - 543.25,Seasonal
Dadra and Nagar Haveli and Daman and Diu,Shrimp,10.32,28.38,375.61 - 480.37,Year-round
Dadra and Nagar Haveli and Daman and Diu,Shrimp,11.41,18.17,315.25 - 448.84,Seasonal
Delhi,Gilt Head Bream,12.5,35.21,410.39 - 539.29,Seasonal
Delhi,Gilt Head Bream,17.4,34.92,287.72 - 425.21,Year-round
Delhi,Gilt Head Bream,13.86,39.68,250.05 - 304.72,Seasonal
Delhi,Gilt Head Bream,8.58,38.25,381.12 - 441.65,Seasonal
Delhi,Gilt Head Bream,11.13,29.86,339.46 - 452.52,Year-round
Delhi,Gilt Head Bream,15.13,26.28,269.91 - 377.28,Seasonal
Delhi,Red Sea Bream,16.03,29.91,234.02 - 356.08,Year-round
Delhi,Red Sea Bream,10.89,20.26,449.67 - 527.15,Seasonal
Delhi,Red Sea Bream,5.57,21.02,362.69 - 427.5,Seasonal
Delhi,Red Sea Bream,9.47,22.36,267.13 - 410.39,Year-round
Delhi,Red Sea Bream,18.75,31.16,401.53 - 490.97,Year-round
Delhi,Red Sea Bream,15.14,31.17,346.77 - 435.06,Seasonal
Delhi,Sea Bass,15.96,25.66,222.25 - 291.45,Year-round
Delhi,Sea Bass,5.72,35.51,499.27 - 637.97,Seasonal
Delhi,Sea Bass,8.14,10.35,499.23 - 577.33,Seasonal
Delhi,Sea Bass,7.64,33.6,293.76 - 435.21,Year-round
Delhi,Sea Bass,15.05,15.64,387.44 - 471.08,Year-round
Delhi,Sea Bass,14.04,18.87,466.46 - 600.52,Seasonal
Delhi,Red Mullet,8.68,23.45,296.16 - 420.6,Seasonal
Delhi,Red Mullet,19.42,15.68,402.92 - 462.14,Year-round
Delhi,Red Mullet,15.36,25.4,395.18 - 534.15,Year-round
Delhi,Red Mullet,11.09,13.38,373.06 - 427.16,Seasonal
Delhi,Red Mullet,9.88,39.51,400.21 - 454.59,Seasonal
Delhi,Red Mullet,6.57,13.86,367.1 - 506.5,Year-round
Delhi,Horse Mackerel,9.99,23.15,278.81 - 345.28,Seasonal
Delhi,Horse Mackerel,14.6,13.6,345.06 - 463.6,Seasonal
Delhi,Horse Mackerel,6.08,14.42,221.97 - 353.21,Year-round
Delhi,Horse Mackerel,17.12,15.7,233.05 - 355.18,Year-round
Delhi,Horse Mackerel,14.63,11.15,386.44 - 514.23,Year-round
Delhi,Horse Mackerel,9.75,30.14,209.43 - 332.08,Seasonal
Delhi,Black Sea Sprat,18.06,20.27,430.93 - 537.07,Seasonal
Delhi,Black Sea Sprat,19.61,39.59,353.78 - 497.21,Year-round
Delhi,Black Sea Sprat,19.47,12.21,216.03 - 359.79,Year-round
Delhi,Black Sea Sprat,13.69,26.67,421.89 - 521.81,Seasonal
Delhi,Black Sea Sprat,16.21,19.35,291.87 - 425.66,Seasonal
Delhi,Black Sea Sprat,16.08,14.25,464.74 - 572.98,Year-round
Delhi,Striped Red Mullet,15.17,22.43,406.86 - 491.26,Seasonal
Delhi,Striped Red Mullet,15.67,13.0,210.06 - 316.1,Seasonal
Delhi,Striped Red Mullet,5.74,10.93,366.25 - 492.46,Year-round
Delhi,Striped Red Mullet,5.24,12.76,298.01 - 391.72,Seasonal
Delhi,Striped Red Mullet,11.71,12.17,486.24 - 558.57,Seasonal
Delhi,Striped Red Mullet,7.13,29.19,216.41 - 307.14,Year-round
Delhi,Trout,5.08,32.45,470.92 - 534.89,Seasonal
Delhi,Trout,11.32,31.23,338.81 - 469.46,Seasonal
Delhi,Trout,7.12,10.02,443.04 - 501.8,Seasonal
Delhi,Trout,13.46,25.49,418.09 - 526.08,Seasonal
Delhi,Trout,14.06,14.92,420.79 - 500.91,Seasonal
Delhi,Trout,10.66,23.34,213.93 - 265.3,Seasonal
Delhi,Shrimp,14.94,14.75,406.44 - 469.25,Seasonal
Delhi,Shrimp,12.79,26.95,400.91 - 547.04,Seasonal
Delhi,Shrimp,18.38,15.89,384.15 - 442.93,Year-round
Delhi,Shrimp,19.04,36.0,494.77 - 597.56,Seasonal
Delhi,Shrimp,10.67,13.09,415.71 - 516.1,Year-round
Delhi,Shrimp,17.87,18.96,477.12 - 550.1,Seasonal
Lakshadweep,Gilt Head Bream,10.12,34.1,469.19 - 571.01,Seasonal
Lakshadweep,Gilt Head Bream,14.49,18.65,391.54 - 470.22,Year-round
Lakshadweep,Gilt Head Bream,12.34,20.26,477.27 - 529.7,Year-round
Lakshadweep,Gilt Head Bream,10.88,17.91,486.39 - 596.75,Year-round
Lakshadweep,Gilt Head Bream,15.91,10.02,481.06 - 547.51,Seasonal
Lakshadweep,Gilt Head Bream,7.8,18.08,440.2 - 535.59,Seasonal
Lakshadweep,Red Sea Bream,9.73,13.46,232.1 - 354.04,Seasonal
Lakshadweep,Red Sea Bream,12.6,35.33,271.77 - 363.29,Year-round
Lakshadweep,Red Sea Bream,6.55,22.95,268.98 - 370.57,Seasonal
Lakshadweep,Red Sea Bream,14.37,29.6,221.11 - 334.21,Seasonal
Lakshadweep,Red Sea Bream,10.72,22.36,418.27 - 513.44,Seasonal
Lakshadweep,Red Sea Bream,18.94,15.53,331.06 - 420.3,Seasonal
Lakshadweep,Sea Bass,8.01,22.4,261.86 - 399.52,Year-round
Lakshadweep,Sea Bass,14.93,16.22,471.76 - 605.61,Seasonal
Lakshadweep,Sea Bass,18.04,27.05,331.85 - 388.58,Seasonal
Lakshadweep,Sea Bass,15.2,35.27,268.54 - 405.18,Seasonal
Lakshadweep,Sea Bass,6.78,10.41,290.97 - 410.76,Year-round
Lakshadweep,Sea Bass,17.55,25.37,240.57 - 347.67,Year-round
Lakshadweep,Red Mullet,8.47,14.09,259.01 - 314.54,Seasonal
Lakshadweep,Red Mullet,5.22,27.25,320.68 - 408.15,Seasonal
Lakshadweep,Red Mullet,7.91,20.37,307.35 - 358.2,Seasonal
Lakshadweep,Red Mullet,16.65,32.47,298.63 - 409.72,Year-round
Lakshadweep,Red Mullet,13.15,29.61,316.12 - 430.84,Seasonal
Lakshadweep,Red Mullet,11.24,32.4,228.15 - 329.4,Year-round
Lakshadweep,Horse Mackerel,6.57,34.68,263.01 - 352.42,Year-round
Lakshadweep,Horse Mackerel,12.23,27.14,447.66 - 525.18,Year-round
Lakshadweep,Horse Mackerel,11.62,24.72,454.63 - 575.24,Year-round
Lakshadweep,Horse Mackerel,10.99,22.46,322.39 - 404.84,Year-round
Lakshadweep,Horse Mackerel,9.04,34.09,213.24 - 362.45,Seasonal
Lakshadweep,Horse Mackerel,9.38,34.33,226.27 - 356.84,Seasonal
Lakshadweep,Black Sea Sprat,11.19,26.12,214.79 - 265.02,Seasonal
Lakshadweep,Black Sea Sprat,16.53,23.4,341.85 - 456.21,Seasonal
Lakshadweep,Black Sea Sprat,14.72,31.36,253.54 - 311.49,Year-round
Lakshadweep,Black Sea Sprat,9.71,29.0,231.74 - 344.59,Seasonal
Lakshadweep,Black Sea Sprat,7.53,34.65,430.78 - 540.45,Seasonal
Lakshadweep,Black Sea Sprat,5.56,23.35,233.94 - 319.08,Year-round
Lakshadweep,Striped Red Mullet,10.39,24.26,309.05 - 423.15,Year-round
Lakshadweep,Striped Red Mullet,8.14,14.35,471.31 - 618.2,Seasonal
Lakshadweep,Striped Red Mullet,15.93,37.96,283.66 - 428.68,Year-round
Lakshadweep,Striped Red Mullet,6.18,30.8,435.42 - 568.06,Seasonal
Lakshadweep,Striped Red Mullet,15.04,34.95,245.09 - 298.95,Year-round
Lakshadweep,Striped Red Mullet,13.8,17.84,494.57 - 634.36,Seasonal
Lakshadweep,Trout,5.46,18.25,209.84 - 301.87,Seasonal
Lakshadweep,Trout,8.51,12.53,277.76 - 329.66,Seasonal
Lakshadweep,Trout,12.74,14.61,476.52 - 602.26,Seasonal
Lakshadweep,Trout,9.06,34.14,384.65 - 510.03,Year-round
Lakshadweep,Trout,8.3,23.16,434.6 - 563.0,Year-round
Lakshadweep,Trout,9.47,29.79,241.09 - 359.78,Year-round
Lakshadweep,Shrimp,9.11,19.45,235.04 - 312.36,Seasonal
Lakshadweep,Shrimp,8.89,18.77,411.59 - 535.14,Seasonal
Lakshadweep,Shrimp,15.31,12.87,476.77 - 583.62,Seasonal
Lakshadweep,Shrimp,5.94,34.63,227.7 - 345.1,Seasonal
Lakshadweep,Shrimp,17.59,23.45,391.01 - 463.13,Seasonal
Lakshadweep,Shrimp,11.02,19.01,440.98 - 518.18,Seasonal
Puducherry,Gilt Head Bream,18.41,24.94,452.54 - 582.68,Year-round
Puducherry,Gilt Head Bream,11.82,32.35,264.07 - 315.14,Year-round
Puducherry,Gilt Head Bream,12.87,34.18,306.04 - 420.26,Seasonal
Puducherry,Gilt Head Bream,16.91,36.23,455.3 - 583.02,Seasonal
Puducherry,Gilt Head Bream,17.83,20.39,491.91 - 639.89,Seasonal
Puducherry,Gilt Head Bream,19.13,36.64,230.68 - 355.09,Year-round
Puducherry,Red Sea Bream,15.61,10.94,461.06 - 524.92,Year-round
Puducherry,Red Sea Bream,6.69,31.18,473.49 - 588.74,Seasonal
